window_id,filename,subject_id,action_code,label,head_drop,shoulder_drop,head_velocity_mean,head_velocity_max,torso_tilt_std,torso_tilt_range,lateral_sway_range,sway_direction_changes,min_hand_to_chest,hand_to_chest_drop,accel_slope,vertical_ratio,max_downward_vel,ending_tilt,tilt_net_change,knee_bend_min,elbow_angle_min,hand_dwell_frames,foot_sep_std,time_to_min_drop,post_fall_low_head_ratio,head_vertical_accel_peak,pre_post_head_speed_change,hand_approach_speed,hand_dwell_longest_run,hand_near_chest_stability
19,S003C001P001R001A001.skeleton,1,1,Normal Activity,0.059644529,0.003292904,0.01241614,0.159624636,2.759738342,6.730499106,0.035116616,11,0.298517641,0.174117218,0.000222404,0.719486836,0.018046556,7.385724036,-5.934924794,1.26694337,48.60810301,1,0.008524042,0.466666667,0,0.155439996,0.00845093,0.193793129,1,0
20,S003C001P001R001A001.skeleton,1,1,Normal Activity,0.001703717,0.002217549,0.016962657,0.159624636,2.874308511,7.479665368,0.038392381,10,0.298517641,0.050375341,0.000238574,0.219199217,0.070570925,14.4355684,0.35449384,1.26694337,48.60810301,1,0.006852952,0.1,0,0.155439996,0.006095624,0.05370281,1,0
21,S003C002P001R001A001.skeleton,1,1,Normal Activity,0.156835309,0.015418665,0.010006758,0.145995402,3.149928008,7.171883709,0.074643232,14,0.384979453,0.056351321,0.000440237,11.44805373,0.144231919,10.71318169,7.051885552,1.256777368,67.90740177,0,0.063530413,0.966666667,1,0.134899342,0.056100588,0.081607867,0,0
22,S003C002P001R001A001.skeleton,1,1,Normal Activity,0.212975778,0.015940536,0.012663961,0.145995402,2.489143146,7.291314201,0.081444462,14,0.410953366,0,-0.000525508,4.043291924,0.144231919,10.24424487,6.65671051,1.104937258,68.01322553,0,0.10961126,0.9,1,0.134899342,0.056100588,0.081607867,0,0
23,S003C002P001R001A001.skeleton,1,1,Normal Activity,0.052446527,0.00454729,0.008218976,0.037731233,0.789886726,2.713428141,0.029149927,15,0.592076889,0,-0.000125614,0.825297749,0.031174452,10.07925395,-0.612213589,1.104937258,51.91792452,0,0.127366709,0.4,0.5,0.028243895,0.012596701,0.021220435,0,0
24,S003C002P001R001A001.skeleton,1,1,Normal Activity,0.012495257,0.005250458,0.008421746,0.040171817,0.789181943,2.583507066,0.045263459,11,0.536677147,0.239069373,0.000188554,0.482304917,0.013910571,10.16521753,-0.306859349,1.22239028,52.04893701,0,0.069788439,0.733333333,0.3,0.032013983,0.008034503,0.075084127,0,0
25,S003C003P001R001A001.skeleton,1,1,Normal Activity,0.030056159,0.002042609,0.002322201,0.019079198,0.495967207,1.72917588,0.011117949,11,0.335155536,0.090725339,0.000193872,2.913070063,0.01888224,5.675868608,1.341456422,1.226645559,59.30765911,0,0.002360835,0.966666667,0.4,0.017403682,0.005444072,0.081889234,0,0
26,S003C003P001R001A001.skeleton,1,1,Normal Activity,0.037439849,0.008457921,0.006402703,0.020174535,1.414833394,4.54063126,0.013071221,9,0.39268303,0.036431264,0.000295354,1.001875358,0.01888224,8.487323987,4.440298322,1.218216572,45.25992704,0,0.003033563,0.633333333,0.1,0.017403682,0.005444072,0.165146622,0,0
27,S003C003P001R001A001.skeleton,1,1,Normal Activity,0.009992573,0.006007268,0.006027369,0.020174535,0.900911364,2.787461501,0.012295343,13,0.365260185,0.11972184,-0.000314361,1.340863997,0.011284739,8.193484365,2.49362188,1.218216572,53.11255664,0,0.003798451,0.133333333,0,0.011903275,-0.010904159,0.165146622,0,0
28,S003C003P001R001A001.skeleton,1,1,Normal Activity,0.089320931,0,0.00687764,0.020560018,0.537530008,1.454045748,0.007942974,19,0.35416356,0.107153171,0.000267236,1.443428447,0.019746669,7.218556109,-1.207165104,1.217514585,52.97928289,0,0.003420243,0.966666667,0.9,0.021480662,0.01119941,0.114328761,0,0
29,S006C001P001R001A001.skeleton,1,1,Normal Activity,0.055054588,0.004411938,0.009818246,0.074188652,1.192860404,4.031203243,0.03162118,10,0.219719274,0.074989165,9.09E-05,0.624174535,0.036334973,8.144867712,-0.909918846,1.370206806,118.3997719,24,0.020627692,0.766666667,0.9,0.078522393,0.017376888,0.065874565,16,0.973634756
30,S006C001P001R001A001.skeleton,1,1,Normal Activity,0.080093019,0,0.009890262,0.059957799,1.095039538,3.410298039,0.030174155,11,0.230749634,0,-0.000352911,0.572615772,0.036334973,7.244060689,-3.061958061,1.400176009,111.2550702,9,0.020902439,0.266666667,0,0.07740223,0.017376888,0.034910497,8,0.987247527
31,S006C001P001R001A001.skeleton,1,1,Normal Activity,0.067493245,0.000514406,0.005490615,0.018851563,0.153549216,0.608038272,0.032518271,12,0.623810927,0.024124457,-0.000147794,0.875126134,0.018694384,7.386315565,0.232911924,1.39254481,73.85498578,0,0.004367289,0.633333333,0.4,0.01037548,0.010390055,0.025643402,0,0
32,S006C001P001R001A001.skeleton,1,1,Normal Activity,0.060044069,0.007938022,0.01034682,0.041461219,1.188665449,3.447638902,0.05303759,9,0.568020805,0.079217297,0.000480121,0.326791518,0.039870448,10.2259162,2.997960164,1.39254481,12.9330915,0,0.004702916,0.633333333,0.1,0.016671802,0.012026472,0.059274049,0,0
33,S006C002P001R001A001.skeleton,1,1,Normal Activity,0.002379655,0.000525776,0.011071709,0.076392226,0.20279647,0.828952934,0.011027529,11,0.369005486,0.032589678,0.000503045,1.771219025,0.023986248,12.00055367,-0.101259342,1.480389097,92.33468777,0,0.021427454,0.066666667,0,0.043388005,0.020090549,0.160988917,0,0
34,S006C002P001R001A001.skeleton,1,1,Normal Activity,0,0.001456698,0.014666457,0.076392226,0.61480564,1.938227986,0.03941501,9,0.394281165,0,-0.00040469,6.600142462,0.023986248,10.75331496,-1.111197978,1.480389097,59.15391496,0,0.025675764,0,0,0.043388005,0.020090549,0.010233823,0,0
35,S006C002P001R001A001.skeleton,1,1,Normal Activity,0.003226868,0.002147868,0.011193972,0.032375242,0.709027192,2.901860012,0.026907944,12,0.555202299,0.001085535,-0.000173138,2.451249564,0.020080068,11.12905973,-0.541272361,1.546653931,62.46980474,0,0.032391372,0.633333333,0,0.029205862,-0.003668367,0.100232476,0,0
36,S006C002P001R001A001.skeleton,1,1,Normal Activity,0.052229995,0.004676313,0.016837106,0.070074341,1.254987746,4.150212601,0.022827296,14,0.47264309,0.09606005,0.000504497,0.265012056,0.025932397,8.025521903,-2.730426117,1.542935626,18.51839236,0,0.027472317,0.966666667,0.5,0.028624964,0.033298567,0.100232476,0,0
37,S006C003P001R001A001.skeleton,1,1,Normal Activity,0.001285496,0.000101201,0.002954282,0.018066336,0.217632115,0.826480074,0.017524675,13,0.406492955,0.025455426,9.93E-05,0.037825496,0.003068603,0.722765222,-0.188297173,1.320527079,67.63791488,0,0.012169447,0.133333333,0,0.007654624,-0.00081622,0.064703244,0,0
38,S006C003P001R001A001.skeleton,1,1,Normal Activity,0.009245913,0.001609117,0.00787847,0.045517588,0.886698969,2.953914358,0.033536038,10,0.461578917,0,0.000392689,0.646876449,0.014140899,3.349939336,2.541194886,1.320527079,64.03535646,0,0.008496078,0.5,0,0.037778281,0.017064242,0.064703244,0,0
39,S006C003P001R001A001.skeleton,1,1,Normal Activity,0.019362003,0.002239177,0.012957492,0.071046059,1.285758841,3.439088576,0.051336221,14,0.604234644,0,0.000308406,0.272493436,0.070804663,2.260843609,1.73500309,1.294762651,44.130561,0,0.019224027,0.966666667,0.1,0.069175412,0.037261144,0.040741236,0,0
40,S006C003P001R001A001.skeleton,1,1,Normal Activity,0.060476095,0.000503384,0.009947962,0.071046059,0.830301495,2.133938566,0.023978422,17,0.519624905,0.147985424,-2.72E-05,0.854375218,0.070804663,2.302783265,-1.114307291,1.283689055,24.35680883,0,0.01962447,0.466666667,0.3,0.069175412,0.032963458,0.116075995,0,0
41,S007C001P001R001A001.skeleton,1,1,Normal Activity,0.005499504,0.005170003,0.014527061,0.087942296,0.555655196,2.564164493,0.094545786,6,0.383063191,0.028367647,4.49E-05,1.624148004,0.087267345,7.201372699,0.118982767,1.302544627,88.57540652,0,0.006166941,0.566666667,0,0.089475162,0.017887713,0.060934891,0,0
42,S007C001P001R001A001.skeleton,1,1,Normal Activity,0.014076377,0.000927907,0.013679808,0.072127603,0.232856749,0.973714669,0.061318574,12,0.392732837,0,-0.000115569,0.167866583,0.030717729,6.615724574,-0.55995683,1.302544627,99.95720187,0,0.00727605,0.066666667,0.1,0.075886904,-0.00451859,0.037975993,0,0
43,S007C002P001R001A001.skeleton,1,1,Normal Activity,0,0.05250557,0.02985833,0.095447781,4.451887018,14.85432834,0.082797793,10,0.233286874,0.132324332,0.000782728,1.081559166,0.020970195,19.29818616,14.37923211,1.308472978,98.94436206,11,0.033944495,0,0,0.095947231,0.035978837,0.152783062,4,0.983418092
44,S007C002P001R001A001.skeleton,1,1,Normal Activity,0.007896408,0.042372794,0.040587449,0.150386748,3.895525871,13.31346697,0.108140349,8,0.25532746,0.023732675,-0.00070596,1.263155895,0.142672709,16.44588077,6.910746876,1.308472978,59.24095048,4,0.035768601,0.166666667,0,0.142895263,0.0038944,0.067111841,3,0.985307411
45,S007C003P001R001A001.skeleton,1,1,Normal Activity,0.016893137,0.000134205,0.004294369,0.013037446,1.06030438,3.170194713,0.056799534,14,0.327772838,0.011404197,0.00031547,3.362121017,0.011068563,4.73183097,-2.823894245,1.514022333,83.4146095,0,0.002435587,0.733333333,0.2,0.017647304,0.002325734,0.062821943,0,0
46,S007C003P001R001A001.skeleton,1,1,Normal Activity,0.008559027,0,0.007936193,0.039365367,0.870489307,2.918867243,0.056799534,9,0.383129217,0.005151111,0.000237236,1.069836811,0.03891808,5.186957453,-2.175695525,1.514022333,105.8558474,0,0.00351466,0.233333333,0.1,0.027548246,0.010047859,0.010052559,0,0
47,S008C001P001R001A001.skeleton,1,1,Normal Activity,0.009715055,0.001495238,0.006687656,0.025149909,0.762548204,2.257953724,0.026458355,9,0.526678485,0.086706448,-0.000134709,0.617582015,0.013897855,1.554337496,-0.616288086,1.246438007,37.34986024,0,0.012995849,0.366666667,0,0.016674481,0.003330975,0.073566631,0,0
48,S008C001P001R001A001.skeleton,1,1,Normal Activity,0.014657021,0.000147488,0.004895589,0.025149909,0.192101802,0.804607088,0.011450833,11,0.526678485,0.038602675,-9.86E-05,0.011707862,0.013897855,1.674350665,-0.021475394,1.275395098,37.34986024,0,0.010827203,0.1,0,0.015330933,0.003330975,0.043386991,0,0
49,S008C002P001R001A001.skeleton,1,1,Normal Activity,0.014474628,0.005813454,0.01782103,0.086480241,1.287200652,6.005312426,0.107462276,16,0.553935534,0.048723312,0.000130975,0.769915077,0.015759301,1.330468663,-0.216890626,1.158863931,68.0222455,0,0.046261007,0.5,0,0.027176064,-0.006853693,0.038587322,0,0
50,S008C002P001R001A001.skeleton,1,1,Normal Activity,0,0.000212317,0.013415339,0.044736256,0.565417751,2.074292627,0.039943814,17,0.516404251,0.037531282,-0.000368025,0.702243362,0.011469833,0.979445683,-1.199252798,1.189493026,49.8864381,0,0.023145659,0,0,0.023091732,0.016590399,0.072152723,0,0
51,S008C003P001R001A001.skeleton,1,1,Normal Activity,0.037726435,0,0.006469941,0.043976047,0.680529397,1.918607356,0.027502002,12,0.406204273,0,-4.33E-05,0.329296734,0.043331709,4.488546725,-1.833602554,1.161460911,66.83363237,0,0.009334316,0.4,0.6,0.047268664,-0.001500892,0.003506872,0,0
52,S008C003P001R001A001.skeleton,1,1,Normal Activity,0.010668257,0.000331054,0.005307818,0.014239785,0.244867951,0.764834645,0.027321494,14,0.598643925,0.042027476,0.000109728,1.927989719,0.006078465,4.252252469,-0.378972389,1.161460911,59.07888027,0,0.010309215,0.166666667,0,0.01280161,0.000670553,0.041832465,0,0
53,S011C001P001R001A001.skeleton,1,1,Normal Activity,0.087611163,0.036487267,0.011259781,0.058121746,1.518593034,7.17038688,0.021166587,5,0.595191962,0.058107027,0.000714335,0.0219101,0.032052785,21.76271548,6.606058747,1.183538318,42.04719389,0,0.008197669,0.9,0.2,0.02098316,0.011007445,0.056972618,0,0
54,S011C001P001R001A001.skeleton,1,1,Normal Activity,0.022202121,0.033308113,0.012192441,0.058121746,1.523253538,5.924339065,0.040057972,6,0.54669129,0.111228147,4.25E-06,2.559781956,0.021483155,18.53451147,2.696135051,1.183538318,7.546729696,0,0.011370199,0.4,0,0.039137899,-0.018333124,0.041560975,0,0
55,S011C001P001R001A001.skeleton,1,1,Normal Activity,0.009387295,0.001952606,0.006384862,0.02180257,1.272385756,3.609417597,0.037833956,10,0.54669129,0.078872745,-0.000257593,0.028959177,0.012938342,17.44414532,-3.190003939,1.245167925,7.546729696,0,0.008827246,0.533333333,0,0.014596583,0.001962842,0.041560975,0,0
56,S011C001P001R001A001.skeleton,1,1,Normal Activity,0.010960368,0,0.003759345,0.012776975,0.313451673,1.267305737,0.012790243,15,0.600631072,0,-0.00012914,0.005301765,0.010960368,16.78435449,-1.233258306,1.257697326,55.12274267,0,0.006969551,0.033333333,0,0.011098284,0.005911558,0.038551026,0,0
57,S011C001P001R001A001.skeleton,1,1,Normal Activity,0.006558582,0.000903679,0.004779403,0.015545021,0.556271611,1.908687613,0.013737567,15,0.56896409,0.06294419,0.000208929,0.080949528,0.006981693,17.59159444,0.17213218,1.240948788,31.0471833,0,0.010327693,0.933333333,0.3,0.018769123,-0.004208948,0.057313355,0,0
58,S011C002P001R001A001.skeleton,1,1,Normal Activity,0.041013356,0.001152559,0.010298401,0.043838716,0.691934334,3.180088624,0.033020081,14,0.575694351,0.048336303,4.53E-05,0.454578868,0.03111054,15.35539022,-2.971219288,1.122284765,68.06142514,0,0.033234703,0.133333333,0,0.04126223,0.01420388,0.055147109,0,0
59,S011C002P001R001A001.skeleton,1,1,Normal Activity,0.018795947,0.00480682,0.012022406,0.043838716,1.648110097,4.368822617,0.059257118,11,0.575694351,0.054112747,-2.70E-05,0.540002879,0.026503222,13.90446659,-2.756242753,1.133673802,68.06142514,0,0.022913772,0.066666667,0,0.04126223,0.010167157,0.055147109,0,0
60,S011C002P001R001A001.skeleton,1,1,Normal Activity,0.06381028,0.005424114,0.013368539,0.046697979,1.250776741,3.677933935,0.104494379,6,0.545680086,0.084394771,-0.000228878,1.694487544,0.026503222,11.63255062,-1.594487927,1.107847365,67.73436316,0,0.018457467,0.966666667,0.6,0.035341056,0.009939476,0.063415364,0,0
61,S011C002P001R001A001.skeleton,1,1,Normal Activity,0.028898774,0,0.010305361,0.046697979,0.413282418,2.187360353,0.095000935,7,0.524003822,0.105370729,-0.000472821,0.246984871,0.013384724,10.74859537,-2.187360353,1.092230411,67.749599,0,0.025517802,0.666666667,0.3,0.035341056,0.015519549,0.066392473,0,0
62,S011C002P001R001A001.skeleton,1,1,Normal Activity,0.012902109,0.000687044,0.009857586,0.027595969,1.03611467,2.996174606,0.065096708,7,0.521109854,0.064329361,0.000335205,2.298922991,0.012231826,8.867564431,-2.803149599,1.092230411,73.52951972,0,0.0313762,0.166666667,0,0.02877566,-0.00323647,0.066392473,0,0
63,S011C003P001R001A001.skeleton,1,1,Normal Activity,0.020373893,0.008634234,0.005887107,0.016901951,0.419686328,1.837837078,0.033478019,13,0.371953863,0.059967219,-2.86E-05,0.422371776,0.009243775,16.53495931,1.837837078,1.474679106,56.30727229,0,0.033234958,0.1,0,0.016320576,0.001535589,0.073860347,0,0
64,S011C003P001R001A001.skeleton,1,1,Normal Activity,0.089817136,0.019931117,0.015212805,0.121699002,1.537572056,4.109003098,0.016838378,11,0.483172728,0,0.001575532,0.88403319,0.112328336,19.88155705,3.633196037,1.423353768,63.41708193,0,0.022032812,0.866666667,0.1,0.148821677,-0.00582796,0.073860347,0,0
65,S011C003P001R001A001.skeleton,1,1,Normal Activity,0.123369193,0.014767228,0.017566704,0.121699002,0.762200877,2.514532847,0.034926654,10,0.584507976,0.020169855,-0.000249115,0.762875951,0.112328336,20.89491743,2.487741416,1.346956,53.63897631,0,0.016789451,0.366666667,1,0.148821677,-0.00582796,0.020169855,0,0
66,S011C003P001R001A001.skeleton,1,1,Normal Activity,0.039076302,0.005943349,0.00766295,0.027287973,0.370740283,1.277521921,0.027502983,14,0.620844937,0.007514582,-0.000373116,0.331724363,0.017206741,20.72899581,0.724103543,1.332615612,71.34328977,0,0.024963169,0.366666667,0,0.016296383,0.013749301,0.017692976,0,0
67,S011C003P001R001A001.skeleton,1,1,Normal Activity,0.009713817,0.003209936,0.007813736,0.031483168,0.676829714,3.083600837,0.022911695,15,0.593193067,0.059216507,0.000484608,0.409464774,0.009605364,18.32315861,-2.57391405,1.331888622,46.51539851,0,0.034841244,0.233333333,0.1,0.0163131,-0.011072876,0.025677305,0,0
68,S001C001P001R002A001.skeleton,1,1,Normal Activity,0.023206171,0.001564166,0.009404343,0.045097944,0.673108397,2.314447928,0.034123832,16,0.347437981,0,0.000356268,1.239812863,0.043534522,14.52579106,-0.92430083,1.437497035,84.1341767,0,0.053033105,0.9,0.3,0.051218187,0.008479866,0.036822615,0,0
69,S001C001P001R002A001.skeleton,1,1,Normal Activity,0.04547702,0.008646889,0.013787315,0.047550266,0.643580803,2.164813407,0.057227395,14,0.406228122,0,9.16E-05,0.666323704,0.043534522,15.32841613,1.653485694,1.28513805,80.89332293,0,0.047529603,0.966666667,0.1,0.051218187,0.008479866,0.099903831,0,0
70,S001C001P001R002A001.skeleton,1,1,Normal Activity,0.056107228,0.005848757,0.01850666,0.087249874,1.009147155,3.261105306,0.072591966,11,0.52594204,0.182834188,0.000446412,0.289614148,0.039268456,12.45497443,-1.972333346,1.28513805,63.03261719,0,0.045332836,0.566666667,0,0.097383227,0.006284396,0.151523406,0,0
71,S001C001P001R002A001.skeleton,1,1,Normal Activity,0.035944852,0.000819582,0.034772606,0.14697121,1.869234438,7.818268362,0.097762717,14,0.52594204,0.148210799,0.000799345,0.578916849,0.125080602,12.00244061,-3.539334962,1.325145529,63.03261719,0,0.058363388,0.066666667,0,0.127790879,-0.005937185,0.151523406,0,0
72,S001C002P001R002A001.skeleton,1,1,Normal Activity,0.008524728,0.001825817,0.00196587,0.008121062,0.135573487,0.64331106,0.003437901,22,0.391946463,5.59E-05,0.000133795,0.971330465,0.007996785,11.46943318,0.538579621,1.310092051,86.73111155,0,0.018846539,0.966666667,0.2,0.009443628,0.005509092,0.004727193,0,0
73,S001C002P001R002A001.skeleton,1,1,Normal Activity,0.012342688,0.002558628,0.004031986,0.013655322,0.224025615,0.770824151,0.037558993,19,0.405594007,0.002400554,0.000235265,0.284558083,0.007996785,11.59593986,0.753481511,1.310092051,85.51539253,0,0.017799551,0.633333333,0,0.018233499,0.001464177,0.007801112,0,0
74,S001C002P001R002A001.skeleton,1,1,Normal Activity,0.006292215,0.000887564,0.007397228,0.01603068,0.251639954,0.823993642,0.037558993,15,0.604446526,0.017772817,0.000255461,0.578692547,0.009079306,11.32610744,-0.068403669,1.322984604,55.20381896,0,0.008565921,0.133333333,0,0.018233499,0.001729376,0.008392868,0,0
75,S001C002P001R002A001.skeleton,1,1,Normal Activity,0,0.001317976,0.007776664,0.01603068,0.13337549,0.5444355,0.006331206,14,0.611711214,0,-0.000224622,0.620355458,0.009079306,11.5589237,0.289919685,1.385813699,71.870989,0,0.013670621,0,0,0.013733337,0.002032073,0.008392868,0,0
76,S001C003P001R002A001.skeleton,1,1,Normal Activity,0.011705293,0.003558882,0.006938708,0.030213343,0.517546552,1.844206595,0.012792656,11,0.28891718,0.009071899,5.80E-05,0.359175405,0.009519576,13.89444074,0.469615993,1.380818848,92.38324055,18,0.051637128,0.666666667,0.3,0.024723124,0.004120802,0.008106352,12,0.996167303
77,S001C003P001R002A001.skeleton,1,1,Normal Activity,0.126240153,0.029466654,0.010982127,0.038900158,2.506065402,6.65417791,0.091082552,12,0.277198133,0.016738078,0.000491198,2.500784345,0.036425055,18.14406056,4.765042403,1.409088987,58.46255819,9,0.030661306,0.933333333,0.3,0.04013841,0.001633023,0.049216559,8,0.995491294
78,S001C003P001R002A001.skeleton,1,1,Normal Activity,0.195947957,0.003588241,0.012775368,0.060401906,1.206890138,3.631772642,0.029461208,16,0.277198133,0,-5.75E-05,1.29693916,0.05839453,15.76743098,-2.973273361,1.407116027,58.46255819,1,0.056370655,0.966666667,1,0.050352479,0.021616797,0.125801425,1,0
79,S001C003P001R002A001.skeleton,1,1,Normal Activity,0.097125535,0.005578176,0.011535184,0.060401906,1.282492704,3.3025661,0.112007801,13,0.376641022,0.23534877,-0.000509093,0.138069093,0.05839453,18.65037856,0.675419491,1.310401735,68.70199593,0,0.019716116,0.5,0,0.051182209,0.021616797,0.125801425,0,0
80,S003C001P001R002A001.skeleton,1,1,Normal Activity,0.00060299,1.75E-05,0.002889006,0.009623642,0.411394383,1.276660236,0.032322845,8,0.363588715,0.068355369,0.000153284,0.784442056,0.006172864,4.576735853,-1.220083571,1.234651117,109.7492627,0,0.003752762,0.033333333,0,0.008691735,-0.001691496,0.044832978,0,0
