window_id,subject_id,original_label,stage1_target,abnormal_probability,prediction_threshold_0.50
402,6,Normal Activity,0,0.1325037032365799,0
403,6,Normal Activity,0,0.06211220473051071,0
404,6,Normal Activity,0,0.00823188479989767,0
405,6,Normal Activity,0,0.02306123450398445,0
406,6,Normal Activity,0,0.04446011781692505,0
407,6,Normal Activity,0,0.11846059560775757,0
408,6,Normal Activity,0,0.019555963575839996,0
409,6,Normal Activity,0,0.029325278475880623,0
410,6,Normal Activity,0,0.011747468262910843,0
411,6,Normal Activity,0,0.009252631105482578,0
412,6,Normal Activity,0,0.19857972860336304,0
413,6,Normal Activity,0,0.05747997388243675,0
414,6,Normal Activity,0,0.014376064762473106,0
415,6,Normal Activity,0,0.006530825514346361,0
416,6,Normal Activity,0,0.006173422560095787,0
417,6,Normal Activity,0,0.027071287855505943,0
418,6,Normal Activity,0,0.009290548972785473,0
419,6,Normal Activity,0,0.009195909835398197,0
420,6,Normal Activity,0,0.029402494430541992,0
421,6,Normal Activity,0,0.02206812985241413,0
422,7,Normal Activity,0,0.6040389537811279,1
423,7,Normal Activity,0,0.672630250453949,1
424,7,Normal Activity,0,0.6363218426704407,1
425,7,Normal Activity,0,0.46919113397598267,0
426,7,Normal Activity,0,0.6149920225143433,1
427,7,Normal Activity,0,0.46314704418182373,0
428,7,Normal Activity,0,0.4999803304672241,0
429,7,Normal Activity,0,0.4708068072795868,0
430,7,Normal Activity,0,0.08813120424747467,0
431,7,Normal Activity,0,0.19837719202041626,0
432,7,Normal Activity,0,0.09613214433193207,0
433,7,Normal Activity,0,0.0517941452562809,0
434,7,Normal Activity,0,0.013310635462403297,0
435,7,Normal Activity,0,0.02541947364807129,0
436,7,Normal Activity,0,0.01442008838057518,0
437,7,Normal Activity,0,0.12174109369516373,0
438,7,Normal Activity,0,0.06380350142717361,0
439,7,Normal Activity,0,0.011330092325806618,0
440,7,Normal Activity,0,0.4538961946964264,0
441,7,Normal Activity,0,0.011907287873327732,0
442,7,Normal Activity,0,0.01657654345035553,0
443,7,Normal Activity,0,0.23436014354228973,0
444,7,Normal Activity,0,0.025857040658593178,0
445,7,Normal Activity,0,0.044621314853429794,0
446,7,Normal Activity,0,0.0990612581372261,0
447,7,Normal Activity,0,0.018421368673443794,0
448,7,Normal Activity,0,0.006601656787097454,0
449,7,Normal Activity,0,0.00902386475354433,0
450,7,Normal Activity,0,0.013339336030185223,0
451,7,Normal Activity,0,0.48566243052482605,0
452,7,Normal Activity,0,0.14328140020370483,0
453,7,Normal Activity,0,0.017762087285518646,0
454,7,Normal Activity,0,0.08506433665752411,0
455,7,Normal Activity,0,0.2748449742794037,0
456,7,Normal Activity,0,0.14166522026062012,0
457,7,Normal Activity,0,0.5997917056083679,1
458,7,Normal Activity,0,0.023890743032097816,0
459,7,Normal Activity,0,0.020748989656567574,0
460,7,Normal Activity,0,0.011909852735698223,0
461,7,Normal Activity,0,0.023264115676283836,0
462,7,Normal Activity,0,0.008429194800555706,0
463,7,Normal Activity,0,0.12884528934955597,0
464,7,Normal Activity,0,0.3157845437526703,0
465,7,Normal Activity,0,0.22668184340000153,0
466,7,Normal Activity,0,0.005921781994402409,0
467,7,Normal Activity,0,0.006809211801737547,0
468,7,Normal Activity,0,0.6671938300132751,1
469,7,Normal Activity,0,0.2242593616247177,0
470,7,Normal Activity,0,0.0415053628385067,0
471,7,Normal Activity,0,0.026779061183333397,0
472,7,Normal Activity,0,0.5633809566497803,1
473,7,Normal Activity,0,0.16549672186374664,0
474,7,Normal Activity,0,0.0276582520455122,0
475,7,Normal Activity,0,0.016769450157880783,0
476,7,Normal Activity,0,0.050008177757263184,0
477,7,Normal Activity,0,0.012771663255989552,0
478,7,Normal Activity,0,0.13938243687152863,0
479,7,Normal Activity,0,0.28865671157836914,0
480,7,Normal Activity,0,0.013710708357393742,0
481,7,Normal Activity,0,0.01244746707379818,0
482,7,Normal Activity,0,0.006904671434313059,0
483,7,Normal Activity,0,0.03323571756482124,0
484,7,Normal Activity,0,0.1819649040699005,0
485,7,Normal Activity,0,0.11439504474401474,0
486,7,Normal Activity,0,0.06467588245868683,0
487,7,Normal Activity,0,0.006031235214322805,0
488,7,Normal Activity,0,0.018483642488718033,0
489,7,Normal Activity,0,0.03782462701201439,0
490,7,Normal Activity,0,0.03537905588746071,0
491,7,Normal Activity,0,0.021749835461378098,0
492,7,Normal Activity,0,0.006610559299588203,0
493,7,Normal Activity,0,0.005719444248825312,0
494,7,Normal Activity,0,0.008072694763541222,0
495,7,Normal Activity,0,0.11276029050350189,0
496,7,Normal Activity,0,0.17382635176181793,0
497,7,Normal Activity,0,0.024756785482168198,0
498,7,Normal Activity,0,0.010953515768051147,0
499,7,Normal Activity,0,0.026430431753396988,0
500,7,Normal Activity,0,0.01726708374917507,0
501,7,Normal Activity,0,0.3716646432876587,0
502,7,Normal Activity,0,0.03244452551007271,0
503,7,Normal Activity,0,0.06507553905248642,0
504,7,Normal Activity,0,0.2378723919391632,0
505,7,Normal Activity,0,0.42498552799224854,0
506,7,Normal Activity,0,0.4476741552352905,0
507,7,Normal Activity,0,0.10093739628791809,0
508,7,Normal Activity,0,0.14516493678092957,0
509,7,Normal Activity,0,0.18466685712337494,0
510,7,Normal Activity,0,0.2809538245201111,0
511,7,Normal Activity,0,0.37109875679016113,0
512,7,Normal Activity,0,0.13796213269233704,0
513,7,Normal Activity,0,0.10729813575744629,0
514,7,Normal Activity,0,0.10955169051885605,0
515,7,Normal Activity,0,0.5390608310699463,1
516,7,Normal Activity,0,0.17789113521575928,0
517,7,Normal Activity,0,0.11820761114358902,0
518,7,Normal Activity,0,0.1385212242603302,0
519,7,Normal Activity,0,0.2511686682701111,0
520,7,Normal Activity,0,0.0446649044752121,0
521,7,Normal Activity,0,0.00764195341616869,0
522,7,Normal Activity,0,0.007401118520647287,0
523,7,Normal Activity,0,0.04214340075850487,0
524,7,Normal Activity,0,0.021794499829411507,0
525,7,Normal Activity,0,0.006186152808368206,0
526,7,Normal Activity,0,0.012465709820389748,0
527,7,Normal Activity,0,0.02118035778403282,0
528,7,Normal Activity,0,0.03380923718214035,0
529,7,Normal Activity,0,0.03213158994913101,0
530,7,Normal Activity,0,0.03173688426613808,0
531,7,Normal Activity,0,0.03944645822048187,0
532,7,Normal Activity,0,0.2047889232635498,0
533,7,Normal Activity,0,0.44734975695610046,0
534,7,Normal Activity,0,0.6551287770271301,1
535,7,Normal Activity,0,0.15713758766651154,0
536,7,Normal Activity,0,0.05227445811033249,0
537,7,Normal Activity,0,0.044020265340805054,0
538,7,Normal Activity,0,0.25380635261535645,0
539,7,Normal Activity,0,0.2067503184080124,0
540,7,Normal Activity,0,0.6930439472198486,1
541,7,Normal Activity,0,0.28112903237342834,0
542,7,Normal Activity,0,0.223974347114563,0
543,7,Normal Activity,0,0.03141425549983978,0
544,7,Normal Activity,0,0.024103695526719093,0
545,7,Normal Activity,0,0.015583054162561893,0
546,7,Normal Activity,0,0.01157388649880886,0
547,7,Normal Activity,0,0.06253121048212051,0
548,7,Normal Activity,0,0.4526798129081726,0
549,7,Normal Activity,0,0.34470316767692566,0
550,7,Normal Activity,0,0.3844750225543976,0
551,7,Normal Activity,0,0.07354602217674255,0
552,7,Normal Activity,0,0.04091493785381317,0
553,7,Normal Activity,0,0.019098561257123947,0
554,7,Normal Activity,0,0.07300837337970734,0
555,7,Normal Activity,0,0.6925777196884155,1
556,7,Normal Activity,0,0.47992241382598877,0
557,7,Normal Activity,0,0.2934496998786926,0
558,7,Normal Activity,0,0.11481507867574692,0
559,7,Normal Activity,0,0.03129696473479271,0
560,7,Normal Activity,0,0.006776426453143358,0
561,7,Normal Activity,0,0.008951502852141857,0
562,7,Normal Activity,0,0.016080202534794807,0
563,7,Normal Activity,0,0.01871521584689617,0
564,7,Normal Activity,0,0.01990232802927494,0
565,7,Normal Activity,0,0.027711262926459312,0
566,7,Normal Activity,0,0.012483561411499977,0
567,7,Normal Activity,0,0.0461878664791584,0
568,7,Normal Activity,0,0.020340899005532265,0
569,7,Normal Activity,0,0.11994179338216782,0
570,7,Normal Activity,0,0.3597549796104431,0
571,7,Normal Activity,0,0.14353030920028687,0
572,7,Normal Activity,0,0.1925506740808487,0
573,7,Normal Activity,0,0.6613014936447144,1
574,7,Normal Activity,0,0.7481280565261841,1
575,7,Normal Activity,0,0.15789708495140076,0
576,7,Normal Activity,0,0.013177065178751945,0
577,7,Normal Activity,0,0.031741172075271606,0
578,7,Normal Activity,0,0.054404933005571365,0
579,7,Normal Activity,0,0.07780331373214722,0
580,7,Normal Activity,0,0.19928231835365295,0
581,7,Normal Activity,0,0.06105700507760048,0
582,7,Normal Activity,0,0.09344702959060669,0
583,7,Normal Activity,0,0.5246845483779907,1
584,7,Normal Activity,0,0.3351612091064453,0
585,7,Normal Activity,0,0.037749070674180984,0
586,7,Normal Activity,0,0.029627008363604546,0
587,7,Normal Activity,0,0.2939087152481079,0
588,7,Normal Activity,0,0.1819782555103302,0
589,7,Normal Activity,0,0.19751529395580292,0
590,7,Normal Activity,0,0.03985072299838066,0
591,7,Normal Activity,0,0.013813365250825882,0
592,7,Normal Activity,0,0.18207111954689026,0
593,7,Normal Activity,0,0.6351591348648071,1
594,7,Normal Activity,0,0.48575499653816223,0
595,7,Normal Activity,0,0.13920806348323822,0
596,7,Normal Activity,0,0.03530135378241539,0
597,7,Normal Activity,0,0.019738489761948586,0
598,7,Normal Activity,0,0.8975595831871033,1
599,7,Normal Activity,0,0.07366665452718735,0
600,7,Normal Activity,0,0.0704239010810852,0
601,7,Normal Activity,0,0.016080467030405998,0
602,7,Normal Activity,0,0.019656555727124214,0
603,7,Normal Activity,0,0.01583048142492771,0
604,7,Normal Activity,0,0.14804580807685852,0
605,7,Normal Activity,0,0.5514135360717773,1
606,7,Normal Activity,0,0.5682998895645142,1
607,7,Normal Activity,0,0.8014687299728394,1
608,7,Normal Activity,0,0.7868117094039917,1
609,7,Normal Activity,0,0.3225272297859192,0
610,7,Normal Activity,0,0.5801261067390442,1
611,7,Normal Activity,0,0.607120156288147,1
612,7,Normal Activity,0,0.7819967269897461,1
613,7,Normal Activity,0,0.3338726758956909,0
614,7,Normal Activity,0,0.12380434572696686,0
615,7,Normal Activity,0,0.1399337351322174,0
616,7,Normal Activity,0,0.17153280973434448,0
617,7,Normal Activity,0,0.08005475997924805,0
618,7,Normal Activity,0,0.04615082964301109,0
619,7,Normal Activity,0,0.05016503855586052,0
620,7,Normal Activity,0,0.9139698147773743,1
621,7,Normal Activity,0,0.6478264927864075,1
622,7,Normal Activity,0,0.19822850823402405,0
623,7,Normal Activity,0,0.04424493387341499,0
624,7,Normal Activity,0,0.024711215868592262,0
625,7,Normal Activity,0,0.046520743519067764,0
626,7,Normal Activity,0,0.01851249672472477,0
627,7,Normal Activity,0,0.15445394814014435,0
628,7,Normal Activity,0,0.5788601636886597,1
629,7,Normal Activity,0,0.03675264120101929,0
630,7,Normal Activity,0,0.06916124373674393,0
631,7,Normal Activity,0,0.03460194915533066,0
632,7,Normal Activity,0,0.0197296105325222,0
633,7,Normal Activity,0,0.015622136183083057,0
634,7,Normal Activity,0,0.2517596483230591,0
635,7,Normal Activity,0,0.4154065251350403,0
636,7,Normal Activity,0,0.20364633202552795,0
637,7,Normal Activity,0,0.2698107659816742,0
638,7,Normal Activity,0,0.33805593848228455,0
639,7,Normal Activity,0,0.2277839332818985,0
640,7,Normal Activity,0,0.5980821251869202,1
641,7,Normal Activity,0,0.6077706217765808,1
642,7,Normal Activity,0,0.4494403302669525,0
643,7,Normal Activity,0,0.1860608607530594,0
644,7,Normal Activity,0,0.254961222410202,0
645,7,Normal Activity,0,0.2647665739059448,0
646,7,Normal Activity,0,0.23026904463768005,0
647,7,Normal Activity,0,0.2125728577375412,0
648,7,Normal Activity,0,0.645331621170044,1
649,7,Normal Activity,0,0.7127177715301514,1
650,7,Normal Activity,0,0.18569280207157135,0
651,7,Normal Activity,0,0.07423574477434158,0
652,7,Normal Activity,0,0.007753148674964905,0
653,7,Normal Activity,0,0.0871039554476738,0
654,7,Normal Activity,0,0.045762643218040466,0
655,7,Normal Activity,0,0.006366740446537733,0
656,7,Normal Activity,0,0.009642905555665493,0
657,7,Normal Activity,0,0.009406221099197865,0
658,7,Normal Activity,0,0.0610215850174427,0
659,7,Normal Activity,0,0.034443438053131104,0
660,7,Normal Activity,0,0.003013449255377054,0
661,7,Normal Activity,0,0.014402798376977444,0
662,7,Normal Activity,0,0.007854844443500042,0
663,7,Normal Activity,0,0.31135293841362,0
664,7,Normal Activity,0,0.20743249356746674,0
665,7,Normal Activity,0,0.26836612820625305,0
666,7,Normal Activity,0,0.05453605577349663,0
667,7,Normal Activity,0,0.05322318151593208,0
668,7,Normal Activity,0,0.6876236796379089,1
669,7,Normal Activity,0,0.09134505689144135,0
670,7,Normal Activity,0,0.1338297724723816,0
671,7,Normal Activity,0,0.06349772959947586,0
672,7,Normal Activity,0,0.04037896916270256,0
673,7,Normal Activity,0,0.13324356079101562,0
674,7,Normal Activity,0,0.02960660308599472,0
675,7,Normal Activity,0,0.021857086569070816,0
676,7,Normal Activity,0,0.046186864376068115,0
677,7,Normal Activity,0,0.5019564628601074,1
678,7,Normal Activity,0,0.03178967162966728,0
679,7,Normal Activity,0,0.0793137177824974,0
680,7,Normal Activity,0,0.03327217698097229,0
681,7,Normal Activity,0,0.23264636099338531,0
682,7,Normal Activity,0,0.042655911296606064,0
683,7,Normal Activity,0,0.004440149292349815,0
684,7,Normal Activity,0,0.02271001599729061,0
685,7,Normal Activity,0,0.17974814772605896,0
686,7,Normal Activity,0,0.016215730458498,0
687,7,Normal Activity,0,0.00960990134626627,0
688,7,Normal Activity,0,0.01373558770865202,0
689,7,Normal Activity,0,0.05692498758435249,0
690,7,Normal Activity,0,0.1039668619632721,0
691,7,Normal Activity,0,0.22482243180274963,0
692,7,Normal Activity,0,0.022289693355560303,0
693,7,Normal Activity,0,0.26015734672546387,0
694,7,Normal Activity,0,0.16457320749759674,0
695,7,Normal Activity,0,0.02472129836678505,0
696,7,Normal Activity,0,0.010710989125072956,0
697,7,Normal Activity,0,0.03779558837413788,0
698,7,Normal Activity,0,0.01711340807378292,0
699,7,Normal Activity,0,0.02130739949643612,0
700,7,Normal Activity,0,0.05320645123720169,0
701,7,Normal Activity,0,0.027584807947278023,0
702,7,Normal Activity,0,0.15919622778892517,0
703,7,Normal Activity,0,0.37810102105140686,0
704,7,Normal Activity,0,0.02402295172214508,0
705,7,Normal Activity,0,0.028478998690843582,0
706,7,Normal Activity,0,0.021381676197052002,0
707,7,Normal Activity,0,0.006689811125397682,0
708,7,Normal Activity,0,0.006917654536664486,0
709,7,Normal Activity,0,0.09575579315423965,0
710,7,Normal Activity,0,0.36457961797714233,0
711,7,Normal Activity,0,0.3048165440559387,0
712,7,Normal Activity,0,0.04584166780114174,0
713,7,Normal Activity,0,0.007221220526844263,0
714,7,Normal Activity,0,0.007102872245013714,0
715,7,Normal Activity,0,0.13036908209323883,0
716,7,Normal Activity,0,0.7834022045135498,1
717,7,Normal Activity,0,0.8995132446289062,1
718,7,Normal Activity,0,0.8043422102928162,1
719,7,Normal Activity,0,0.15035361051559448,0
720,7,Normal Activity,0,0.08208120614290237,0
721,7,Normal Activity,0,0.26942163705825806,0
722,7,Normal Activity,0,0.49945008754730225,0
723,7,Normal Activity,0,0.011726528406143188,0
724,7,Normal Activity,0,0.020447498187422752,0
725,7,Normal Activity,0,0.033123984932899475,0
726,7,Normal Activity,0,0.0442032627761364,0
727,7,Normal Activity,0,0.044291336089372635,0
728,7,Normal Activity,0,0.22692692279815674,0
729,7,Normal Activity,0,0.041810907423496246,0
730,7,Normal Activity,0,0.07390706986188889,0
731,7,Normal Activity,0,0.043891791254282,0
732,7,Normal Activity,0,0.17688895761966705,0
733,7,Normal Activity,0,0.014601076953113079,0
734,7,Normal Activity,0,0.28761979937553406,0
735,7,Normal Activity,0,0.5741746425628662,1
736,7,Normal Activity,0,0.16096438467502594,0
737,7,Normal Activity,0,0.17212870717048645,0
738,7,Normal Activity,0,0.15304811298847198,0
739,7,Normal Activity,0,0.15403704345226288,0
740,7,Normal Activity,0,0.04698845371603966,0
741,7,Normal Activity,0,0.05536215379834175,0
742,7,Normal Activity,0,0.07910311222076416,0
743,7,Normal Activity,0,0.07672251760959625,0
744,7,Normal Activity,0,0.08465683460235596,0
745,7,Normal Activity,0,0.1304393708705902,0
746,7,Normal Activity,0,0.135955348610878,0
747,7,Normal Activity,0,0.061493005603551865,0
748,7,Normal Activity,0,0.00952922087162733,0
749,7,Normal Activity,0,0.09712222963571548,0
750,7,Normal Activity,0,0.03557686135172844,0
751,7,Normal Activity,0,0.020009130239486694,0
752,7,Normal Activity,0,0.06316143274307251,0
753,7,Normal Activity,0,0.06109932065010071,0
754,7,Normal Activity,0,0.03109683282673359,0
755,7,Normal Activity,0,0.020572351291775703,0
756,7,Normal Activity,0,0.029521092772483826,0
757,7,Normal Activity,0,0.02732083573937416,0
758,7,Normal Activity,0,0.026909518986940384,0
759,7,Normal Activity,0,0.036957964301109314,0
760,7,Normal Activity,0,0.013692420907318592,0
761,7,Normal Activity,0,0.030319565907120705,0
762,7,Normal Activity,0,0.40290385484695435,0
763,7,Normal Activity,0,0.38576143980026245,0
764,7,Normal Activity,0,0.014873371459543705,0
765,7,Normal Activity,0,0.04423501342535019,0
766,7,Normal Activity,0,0.023544901981949806,0
767,7,Normal Activity,0,0.07297873497009277,0
768,7,Normal Activity,0,0.2702629566192627,0
769,7,Normal Activity,0,0.38412249088287354,0
770,7,Normal Activity,0,0.7362450957298279,1
771,7,Normal Activity,0,0.22150947153568268,0
772,7,Normal Activity,0,0.12294662743806839,0
773,7,Normal Activity,0,0.058781400322914124,0
774,7,Normal Activity,0,0.04273361712694168,0
775,7,Normal Activity,0,0.07763802260160446,0
776,7,Normal Activity,0,0.015233405865728855,0
777,7,Normal Activity,0,0.35924232006073,0
778,7,Normal Activity,0,0.07334866374731064,0
779,7,Normal Activity,0,0.03306109830737114,0
780,7,Normal Activity,0,0.028212102130055428,0
781,7,Normal Activity,0,0.028521787375211716,0
782,7,Normal Activity,0,0.054284971207380295,0
783,7,Normal Activity,0,0.0354648195207119,0
784,7,Normal Activity,0,0.03004279173910618,0
785,7,Normal Activity,0,0.1979890763759613,0
786,7,Normal Activity,0,0.07892429083585739,0
787,7,Normal Activity,0,0.014065749943256378,0
788,7,Normal Activity,0,0.023108039051294327,0
789,7,Normal Activity,0,0.031715214252471924,0
790,7,Normal Activity,0,0.03169849514961243,0
791,7,Normal Activity,0,0.08406060189008713,0
792,7,Normal Activity,0,0.05355708673596382,0
793,7,Normal Activity,0,0.288230299949646,0
794,7,Normal Activity,0,0.5144451856613159,1
795,7,Normal Activity,0,0.06717722862958908,0
796,7,Normal Activity,0,0.020018674433231354,0
797,7,Normal Activity,0,0.0466742217540741,0
798,7,Normal Activity,0,0.051980528980493546,0
799,7,Normal Activity,0,0.08249408006668091,0
800,7,Normal Activity,0,0.2522263824939728,0
801,7,Normal Activity,0,0.011091374792158604,0
802,7,Normal Activity,0,0.012569155544042587,0
803,7,Normal Activity,0,0.021928695961833,0
804,7,Normal Activity,0,0.015907123684883118,0
805,7,Normal Activity,0,0.01895757019519806,0
806,7,Normal Activity,0,0.5243666172027588,1
807,7,Normal Activity,0,0.20732277631759644,0
808,7,Normal Activity,0,0.060086920857429504,0
809,7,Normal Activity,0,0.053383227437734604,0
810,7,Normal Activity,0,0.03911413624882698,0
811,7,Normal Activity,0,0.07924442738294601,0
812,7,Normal Activity,0,0.057836227118968964,0
813,7,Normal Activity,0,0.031488772481679916,0
814,7,Normal Activity,0,0.039524052292108536,0
815,7,Normal Activity,0,0.056326624006032944,0
816,7,Normal Activity,0,0.06045953929424286,0
817,7,Normal Activity,0,0.12688805162906647,0
818,7,Normal Activity,0,0.062248457223176956,0
819,7,Normal Activity,0,0.2183331996202469,0
820,7,Normal Activity,0,0.1560785323381424,0
821,7,Normal Activity,0,0.8076822757720947,1
822,7,Normal Activity,0,0.16838018596172333,0
823,7,Normal Activity,0,0.398380309343338,0
824,7,Normal Activity,0,0.0941825807094574,0
825,7,Normal Activity,0,0.5111686587333679,1
826,7,Normal Activity,0,0.2678728997707367,0
827,7,Normal Activity,0,0.15396150946617126,0
828,7,Normal Activity,0,0.026793859899044037,0
829,7,Normal Activity,0,0.06786239147186279,0
