window_id,filename,subject_id,action_code,label,head_drop,shoulder_drop,head_velocity_mean,head_velocity_max,torso_tilt_std,torso_tilt_range,lateral_sway_range,sway_direction_changes,min_hand_to_chest,hand_to_chest_drop,accel_slope,vertical_ratio,max_downward_vel,ending_tilt,tilt_net_change,knee_bend_min,elbow_angle_min,hand_dwell_frames,foot_sep_std,time_to_min_drop
10,S001C002P001R001A001.skeleton,1,1,Normal Activity,0.0,0.0,0.007662108001165069,0.028216013567779755,0.39927671018117133,1.5406198322865716,0.056897032510738924,11,0.672670942985498,0.014040552496656256,-8.837391529788695e-07,0.10879491769263673,0.004615995148351759,15.99438829500904,-0.6163946196224099,1.2394689589960537,17.743647958396316,0,0.10872370103590734,0.0
11,S001C003P001R001A001.skeleton,1,1,Normal Activity,0.0,0.0002822829257886905,0.001284820692558831,0.003925798611863782,0.13075770115775592,0.4553819730550508,0.00974585870760697,16,0.3752876017454961,0.014419483246634168,3.352424458267361e-05,0.014354109416486552,0.0018995364043239427,11.976269985847004,-0.1323007272145098,1.5054561253671703,80.66678822491569,0,0.004304807565679276,0.0
12,S001C003P001R001A001.skeleton,1,1,Normal Activity,0.011227879497977655,0.016895225076001164,0.005837446477680145,0.04159225867225782,1.6726646255732895,4.14805801236291,0.010501857187839192,9,0.3752876017454961,0.012541339749456593,0.000369229220236399,0.32451737295058836,0.006443906701461,15.878110046675777,4.04278722677074,1.4476647201653912,80.66678822491569,0,0.004612097092152801,0.5666666666666667
13,S001C003P001R001A001.skeleton,1,1,Normal Activity,0.0053248254120814575,0.02016079640710533,0.0065343839678750825,0.04159225867225782,1.3014531616471694,4.712711041309005,0.013074515359377167,10,0.5775188762203848,0.0,-0.0004988170848871314,0.15840048054709524,0.006443906701461,16.110598068242265,4.179614260308838,1.424921691149782,63.64098910522552,0,0.0033145287083314406,0.06666666666666667
14,S001C003P001R001A001.skeleton,1,1,Normal Activity,0.021339711669421613,0.0035305523307485043,0.005166898837604897,0.012739168206003387,0.24928519544433209,1.02466157182403,0.008048264475885455,11,0.6618101703093464,0.014196461708058328,0.0001722765396174575,0.7167832573154904,0.0049716752351085525,15.605133998794539,-0.289473594468717,1.424921691149782,28.636525900978313,0,0.004364628885495818,0.43333333333333335
15,S001C003P001R001A001.skeleton,1,1,Normal Activity,0.0,0.00034640249993955763,0.004404649401537591,0.012739168206003387,0.29372539642595447,0.8918545513317113,0.009194991047754637,10,0.6798587088475219,0.0,-0.00035852747016292723,0.9679836342807822,0.0007879945871420713,15.287900643907346,-0.8204747515981836,1.4354366647838126,39.82215700830117,0,0.004590375257059096,0.0
16,S001C003P001R001A001.skeleton,1,1,Normal Activity,0.0,0.0,0.0014917289437821563,0.005099292232675677,0.18535142870176907,0.6480775735690507,0.006994333283793885,7,0.6926499179549598,0.0,-3.9409559821881114e-05,0.4964681390881589,0.0017953437288595886,14.919632370055279,-0.6480775735690507,1.4699075099611103,70.1440138083993,0,0.0026409875867044667,0.0
17,S003C001P001R001A001.skeleton,1,1,Normal Activity,0.11479740050115317,0.020725968551962293,0.007101082316545807,0.04748015630485524,2.7212538073765367,6.978785478426431,0.035154607657557735,6,0.3472449806563324,0.10917728261927978,0.0002799454361211813,5.098611096953158,0.04726167160580719,13.4241838091297,6.839743554029479,1.3926123010241191,56.51325298176405,0,0.007219569987290825,0.8333333333333334
18,S003C001P001R001A001.skeleton,1,1,Normal Activity,0.18740562368766467,0.02275385912053396,0.009846679057650942,0.04748015630485524,2.5461068008512537,7.437209506992039,0.04275999713243733,8,0.3391843239050037,0.09618481964822118,-0.00014081895073617852,1.9049065278097779,0.04726167160580719,13.882607837695307,7.368129101000565,1.2758580483586175,47.96558577276493,0,0.010580576547187756,0.9666666666666667
19,S003C001P001R001A001.skeleton,1,1,Normal Activity,0.059644529218955356,0.0032929044493057447,0.012416140274343889,0.1596246357572139,2.7597383424470694,6.7304991057222,0.03511661630362853,11,0.29851764140429426,0.1741172179878433,0.000222404210781868,0.719486836106132,0.01804655568677105,7.385724035698618,-5.934924794096049,1.2669433698709498,48.608103006724335,1,0.008524042365991602,0.4666666666666667
20,S003C001P001R001A001.skeleton,1,1,Normal Activity,0.0017037168366376143,0.002217548717786788,0.016962656967086175,0.1596246357572139,2.874308511218039,7.479665368408185,0.038392380521502414,10,0.29851764140429426,0.050375341178551025,0.00023857372785626545,0.21919921659988587,0.07057092471471149,14.435568395457256,0.35449383965598713,1.2669433698709498,48.608103006724335,1,0.006852952089766407,0.1
21,S003C002P001R001A001.skeleton,1,1,Normal Activity,0.15683530924981492,0.015418664668716109,0.01000675762512697,0.1459954019714929,3.1499280076887666,7.171883708541934,0.07464323155312691,14,0.3849794532909083,0.056351321393184106,0.00044023718672299824,11.44805373379793,0.1442319190992729,10.713181690809188,7.051885552446886,1.2567773683216181,67.90740177075661,0,0.06353041318882983,0.9666666666666667
22,S003C002P001R001A001.skeleton,1,1,Normal Activity,0.2129757783120123,0.015940536007684303,0.012663960936183473,0.1459954019714929,2.4891431457475104,7.291314200515211,0.08144446178214708,14,0.41095336566497526,0.0,-0.0005255079573058442,4.043291924184281,0.1442319190992729,10.244244865716597,6.656710510036482,1.1049372579604861,68.01322552950457,0,0.10961125977361487,0.9
23,S003C002P001R001A001.skeleton,1,1,Normal Activity,0.052446526768721524,0.004547290100792578,0.008218975720083404,0.03773123274184235,0.7898867264363093,2.7134281410265455,0.02914992682113239,15,0.5920768887083697,0.0,-0.00012561354510848602,0.8252977492229812,0.03117445246575934,10.079253949449544,-0.6122135889883005,1.1049372579604861,51.917924524958686,0,0.12736670916546017,0.4
24,S003C002P001R001A001.skeleton,1,1,Normal Activity,0.012495257053924513,0.0052504584012146305,0.008421746208759105,0.04017181655081164,0.7891819426501697,2.58350706620781,0.04526345876150521,11,0.5366771466821681,0.23906937301173614,0.00018855448346581533,0.48230491702132783,0.013910570610947914,10.165217534195643,-0.3068593489856344,1.2223902796478918,52.048937010238554,0,0.06978843887040487,0.7333333333333333
25,S003C003P001R001A001.skeleton,1,1,Normal Activity,0.030056158685019874,0.0020426085751528156,0.002322201024206193,0.019079197608223467,0.49596720665874855,1.7291758804869444,0.01111794936747889,11,0.33515553602390563,0.09072533921069964,0.00019387182789359922,2.9130700634465243,0.018882240127281902,5.675868607536661,1.341456422173926,1.2266455592140875,59.30765911326647,0,0.0023608346408813268,0.9666666666666667
26,S003C003P001R001A001.skeleton,1,1,Normal Activity,0.037439848628576966,0.008457921216028508,0.006402703071384484,0.020174534575705377,1.4148333938437505,4.5406312598051155,0.0130712208281702,9,0.3926830297599445,0.036431264087194826,0.0002953535337745804,1.001875358084952,0.018882240127281902,8.487323986854832,4.440298322098705,1.2182165716802462,45.25992704291972,0,0.003033563161403672,0.6333333333333333
27,S003C003P001R001A001.skeleton,1,1,Normal Activity,0.009992572640917574,0.006007268093423113,0.006027369314477909,0.020174534575705377,0.9009113641200702,2.787461501292108,0.012295343216410026,13,0.3652601849559148,0.11972184012646453,-0.00031436073668505987,1.3408639973478362,0.01128473897519,8.193484365131514,2.4936218795687894,1.2182165716802462,53.112556638302074,0,0.003798450993183863,0.13333333333333333
28,S003C003P001R001A001.skeleton,1,1,Normal Activity,0.08932093126783291,0.0,0.006877639841417229,0.0205600179303205,0.5375300077284093,1.4540457477955284,0.007942974450584336,19,0.3541635601209437,0.10715317116690898,0.00026723552021100714,1.443428447364587,0.01974666900363009,7.218556109301089,-1.2071651041630442,1.2175145845966036,52.9792828882263,0,0.0034202432147732373,0.9666666666666667
29,S006C001P001R001A001.skeleton,1,1,Normal Activity,0.055054588079918476,0.00441193770259396,0.009818245902410766,0.07418865227199083,1.1928604044833981,4.031203242671096,0.03162118012017569,10,0.2197192740473909,0.07498916494414581,9.091661231818712e-05,0.6241745349842827,0.03633497259325469,8.144867711719328,-0.9099188462868906,1.3702068059029677,118.39977193115003,24,0.020627691812687744,0.7666666666666667
30,S006C001P001R001A001.skeleton,1,1,Normal Activity,0.0800930194913918,0.0,0.009890261527040502,0.05995779874067176,1.0950395375502726,3.4102980392943874,0.030174154821123733,11,0.2307496338208566,0.0,-0.00035291092428860345,0.5726157716049531,0.03633497259325469,7.244060688528837,-3.061958060627356,1.4001760093532514,111.25507023282351,9,0.020902439270698417,0.26666666666666666
31,S006C001P001R001A001.skeleton,1,1,Normal Activity,0.06749324480901975,0.0005144062668414051,0.005490614619805775,0.018851562528780872,0.15354921626696413,0.6080382720055528,0.03251827148527696,12,0.623810927061772,0.024124456744656464,-0.0001477937768697071,0.8751261340416028,0.018694384177173395,7.386315565048582,0.2329119237671824,1.3925448103768465,73.85498577746527,0,0.004367288848430306,0.6333333333333333
32,S006C001P001R001A001.skeleton,1,1,Normal Activity,0.06004406937701057,0.007938022227982788,0.010346820456474655,0.041461219049790006,1.1886654488860735,3.447638902241895,0.05303759002160621,9,0.5680208047702706,0.0792172965514295,0.00048012136693600797,0.32679151812160456,0.03987044824535291,10.225916195284924,2.9979601642043274,1.3925448103768465,12.933091496519259,0,0.004702916480250994,0.6333333333333333
33,S006C002P001R001A001.skeleton,1,1,Normal Activity,0.002379655421649307,0.0005257758569090498,0.011071709352236413,0.07639222561423498,0.20279647024757855,0.8289529337965398,0.011027528568708811,11,0.36900548605089367,0.032589677542793405,0.0005030450489668408,1.7712190253713502,0.023986247858991172,12.000553674977812,-0.10125934234793377,1.4803890966157127,92.33468776995673,0,0.021427453582666765,0.06666666666666667
34,S006C002P001R001A001.skeleton,1,1,Normal Activity,0.0,0.001456698388425104,0.014666456645665482,0.07639222561423498,0.6148056401908816,1.9382279861202925,0.039415010179812096,9,0.39428116514583367,0.0,-0.0004046902789378925,6.600142461896629,0.023986247858991172,10.753314959374718,-1.1111979780189607,1.4803890966157127,59.15391496481459,0,0.025675763828854996,0.0
35,S006C002P001R001A001.skeleton,1,1,Normal Activity,0.003226868275675532,0.002147868240033879,0.011193971753337174,0.03237524244601981,0.7090271924918681,2.9018600123690987,0.02690794386833005,12,0.5552022992259149,0.0010855348330640613,-0.00017313775593483919,2.4512495638425063,0.020080067790040568,11.129059733660977,-0.5412723605879339,1.5466539307021105,62.46980473550432,0,0.03239137213754614,0.6333333333333333
36,S006C002P001R001A001.skeleton,1,1,Normal Activity,0.05222999464231837,0.004676313309566971,0.016837106032550904,0.07007434070332152,1.254987746028287,4.150212601325546,0.02282729572674881,14,0.47264309016520095,0.09606005008712087,0.0005044965817330612,0.26501205555785423,0.025932396710897976,8.025521902594903,-2.7304261171857114,1.5429356256047495,18.518392357098282,0,0.027472316643132193,0.9666666666666667
37,S006C003P001R001A001.skeleton,1,1,Normal Activity,0.0012854958926238336,0.0001012007156524497,0.0029542818499441433,0.018066336462981638,0.21763211521800205,0.8264800735074285,0.0175246746486991,13,0.4064929547210699,0.025455426492958177,9.925548582121056e-05,0.03782549552619917,0.0030686034477762636,0.7227652217666988,-0.18829717329029327,1.3205270790507184,67.637914879207,0,0.01216944691051021,0.13333333333333333
38,S006C003P001R001A001.skeleton,1,1,Normal Activity,0.009245912995056393,0.0016091172041062807,0.007878470256923276,0.04551758825501759,0.8866989688624578,2.953914358028987,0.03353603843017333,10,0.4615789173043622,0.0,0.0003926887621164338,0.6468764489694755,0.014140898838931992,3.349939336032714,2.5411948861245173,1.3205270790507184,64.03535645963998,0,0.00849607797825822,0.5
39,S006C003P001R001A001.skeleton,1,1,Normal Activity,0.01936200250663367,0.0022391766401250734,0.012957492021215175,0.07104605889339939,1.2857588412813312,3.4390885757726117,0.051336220589159515,14,0.6042346435260217,0.0,0.0003084056358525293,0.2724934362201269,0.07080466287683507,2.2608436093600606,1.7350030901147038,1.2947626507578922,44.130560999426784,0,0.019224027405603455,0.9666666666666667
40,S006C003P001R001A001.skeleton,1,1,Normal Activity,0.06047609465777182,0.0005033841860845323,0.009947961776544143,0.07104605889339939,0.8303014953252088,2.1339385663131805,0.023978421970105024,17,0.5196249053794258,0.14798542396312264,-2.7202430384624635e-05,0.8543752176906865,0.07080466287683507,2.30278326484738,-1.1143072906087137,1.2836890549316167,24.35680883417161,0,0.019624470346390196,0.4666666666666667
41,S007C001P001R001A001.skeleton,1,1,Normal Activity,0.005499504334699035,0.005170002619497294,0.014527060642581807,0.08794229606133677,0.5556551958181214,2.564164493183754,0.094545785654088,6,0.38306319110252907,0.028367647091289472,4.491625850975299e-05,1.624148004367733,0.08726734470112274,7.201372698649671,0.11898276704725497,1.3025446269319054,88.57540651942418,0,0.006166941266800629,0.5666666666666667
42,S007C001P001R001A001.skeleton,1,1,Normal Activity,0.014076376742863106,0.0009279074244477048,0.013679807891321913,0.07212760269169731,0.23285674858463343,0.9737146693711232,0.06131857373557501,12,0.3927328367093097,0.0,-0.00011556860294814508,0.16786658290100942,0.030717729081599865,6.615724574489169,-0.5599568299095159,1.3025446269319054,99.95720187086819,0,0.0072760504076922125,0.06666666666666667
43,S007C002P001R001A001.skeleton,1,1,Normal Activity,0.0,0.052505570483568076,0.02985832985150652,0.09544778132209639,4.451887018257521,14.854328339136401,0.08279779298522649,10,0.23328687422245328,0.13232433181373102,0.0007827283730910942,1.0815591660618695,0.02097019526025523,19.29818615990597,14.379232106858716,1.3084729778553317,98.94436205740054,11,0.033944495098318275,0.0
44,S007C002P001R001A001.skeleton,1,1,Normal Activity,0.007896408491304463,0.04237279420321882,0.04058744859927778,0.1503867475832648,3.8955258705562836,13.313466970952362,0.10814034888605203,8,0.2553274595340252,0.02373267543072627,-0.0007059603737351863,1.2631558945823815,0.14267270908255103,16.445880771126134,6.910746875965451,1.3084729778553317,59.240950479946946,4,0.03576860062823287,0.16666666666666666
45,S007C003P001R001A001.skeleton,1,1,Normal Activity,0.01689313738693965,0.00013420466165214862,0.004294369119981286,0.013037446301712302,1.0603043798780287,3.1701947133413837,0.05679953406128199,14,0.32777283837726146,0.011404196927259191,0.00031547000685637456,3.3621210170075972,0.011068563332873094,4.73183097000568,-2.823894244804703,1.5140223329286848,83.41460949943615,0,0.002435587303011556,0.7333333333333333
46,S007C003P001R001A001.skeleton,1,1,Normal Activity,0.008559026612179554,0.0,0.007936192830085587,0.03936536741551174,0.8704893068890913,2.9188672428609097,0.05679953406128199,9,0.3831292169902597,0.005151111481202508,0.00023723565908172727,1.069836811382754,0.03891808005931274,5.186957452684764,-2.175695524670422,1.5140223329286848,105.85584741783543,0,0.0035146602961931856,0.23333333333333334
47,S008C001P001R001A001.skeleton,1,1,Normal Activity,0.009715055157673014,0.001495237654468351,0.006687656254373956,0.02514990930062758,0.7625482036921438,2.2579537244149144,0.026458355249491666,9,0.5266784849942534,0.0867064476138052,-0.00013470941684712396,0.6175820150185303,0.013897854583667213,1.5543374957352252,-0.6162880856077977,1.2464380070517809,37.34986024093183,0,0.01299584874974256,0.36666666666666664
48,S008C001P001R001A001.skeleton,1,1,Normal Activity,0.014657020594354808,0.00014748821995136385,0.004895589326043348,0.02514990930062758,0.19210180202548768,0.8046070878343687,0.011450833358092338,11,0.5266784849942534,0.03860267491393399,-9.857221612402104e-05,0.011707862069471543,0.013897854583667213,1.6743506653115678,-0.021475394363771994,1.2753950975292612,37.34986024093183,0,0.010827203144741943,0.1
49,S008C002P001R001A001.skeleton,1,1,Normal Activity,0.014474627657695027,0.005813454353068459,0.01782102994886699,0.08648024123666433,1.287200651795184,6.005312425763077,0.10746227559589203,16,0.5539355337601016,0.048723311957481474,0.00013097525144044716,0.7699150766369782,0.01575930116564561,1.3304686625503308,-0.21689062626510403,1.1588639314220115,68.02224550241988,0,0.04626100676557703,0.5
50,S008C002P001R001A001.skeleton,1,1,Normal Activity,0.0,0.00021231669575960677,0.013415339306082224,0.044736255974908073,0.5654177513440103,2.074292626814861,0.039943814237302575,17,0.5164042512692878,0.03753128249081383,-0.00036802529952070594,0.7022433620970439,0.01146983343488861,0.979445682582984,-1.1992527983427697,1.1894930259743324,49.886438100142186,0,0.023145659176434817,0.0
51,S008C003P001R001A001.skeleton,1,1,Normal Activity,0.037726434954225896,0.0,0.0064699412068228105,0.04397604664173547,0.680529397026828,1.918607355726988,0.027502002246962434,12,0.4062042725806612,0.0,-4.329278768646999e-05,0.32929673439094365,0.04333170914373641,4.488546725374012,-1.8336025542506933,1.1614609105621525,66.83363237423492,0,0.009334315674329796,0.4
52,S008C003P001R001A001.skeleton,1,1,Normal Activity,0.010668257425628047,0.000331054224826155,0.005307817929038113,0.014239784828690375,0.24486795065999648,0.7648346449886141,0.027321493751438504,14,0.598643925320202,0.04202747612800439,0.00010972779281544414,1.9279897191883388,0.00607846533833567,4.2522524689871,-0.3789723890504577,1.1614609105621525,59.078880272521545,0,0.010309214563601253,0.16666666666666666
53,S011C001P001R001A001.skeleton,1,1,Normal Activity,0.0876111628940115,0.036487266607209135,0.011259781372137477,0.05812174623005751,1.5185930338534595,7.170386880272758,0.021166586508059228,5,0.5951919623266789,0.05810702690779568,0.0007143353966040601,0.021910099986960918,0.03205278461713812,21.762715479468262,6.6060587465576805,1.1835383182226873,42.04719388820553,0,0.0081976692018175,0.9
54,S011C001P001R001A001.skeleton,1,1,Normal Activity,0.0222021211563439,0.03330811251139654,0.012192440600987923,0.05812174623005751,1.5232535380059316,5.924339065452399,0.04005797211962208,6,0.5466912898815872,0.11122814694318905,4.247493698160589e-06,2.559781956149314,0.02148315478492213,18.534511465477408,2.6961350514615443,1.1835383182226873,7.546729696094685,0,0.011370198573403689,0.4
55,S011C001P001R001A001.skeleton,1,1,Normal Activity,0.009387294775972777,0.0019526061178571918,0.00638486243735225,0.021802570397625218,1.2723857556126443,3.6094175973452813,0.03783395592043882,10,0.5466912898815872,0.07887274466024974,-0.00025759263978085813,0.028959177189482863,0.012938341841155276,17.444145322902564,-3.190003938526644,1.2451679247701162,7.546729696094685,0,0.008827246069376134,0.5333333333333333
56,S011C001P001R001A001.skeleton,1,1,Normal Activity,0.010960367726521536,0.0,0.0037593446032570263,0.012776974982330706,0.3134516726179005,1.2673057367950094,0.01279024273971012,15,0.600631072182982,0.0,-0.00012913989680844336,0.005301764504700213,0.010960367726521536,16.78435449022419,-1.2332583064894642,1.257697325908184,55.1227426739473,0,0.006969551047883258,0.03333333333333333
57,S011C001P001R001A001.skeleton,1,1,Normal Activity,0.0065585824924137,0.0009036785156616434,0.0047794031495215755,0.015545020619446192,0.5562716106839213,1.9086876128767383,0.013737566967959983,15,0.5689640896630475,0.06294419045613009,0.00020892920015176905,0.08094952844746035,0.006981692584735244,17.591594440448482,0.17213217971271888,1.240948788183318,31.047183301122985,0,0.010327693048569725,0.9333333333333333
58,S011C002P001R001A001.skeleton,1,1,Normal Activity,0.041013356334315576,0.0011525585901935864,0.010298401183069726,0.04383871577715378,0.6919343341068005,3.1800886237623054,0.03302008102593813,14,0.5756943511006083,0.04833630307379444,4.534836262167255e-05,0.4545788680863798,0.03111054025959481,15.355390223585392,-2.971219288314945,1.122284764960552,68.06142513868336,0,0.03323470303661105,0.13333333333333333
59,S011C002P001R001A001.skeleton,1,1,Normal Activity,0.018795947078645403,0.004806820042981719,0.012022406154363476,0.04383871577715378,1.6481100967007292,4.368822616666439,0.059257118189911286,11,0.5756943511006083,0.05411274658550835,-2.6962648768038932e-05,0.5400028787493207,0.026503222124830916,13.904466594318745,-2.7562427529638107,1.133673802323429,68.06142513868336,0,0.02291377212552465,0.06666666666666667
60,S011C002P001R001A001.skeleton,1,1,Normal Activity,0.06381027977257214,0.005424113964328514,0.013368538629532035,0.046697979419882074,1.250776740729935,3.677933935336526,0.10449437881633744,6,0.5456800864854473,0.08439477085635239,-0.00022887761819248545,1.694487543528938,0.026503222124830916,11.632550616466581,-1.594487926894601,1.1078473650191942,67.73436316326664,0,0.018457466686153834,0.9666666666666667
61,S011C002P001R001A001.skeleton,1,1,Normal Activity,0.028898774339266353,0.0,0.01030536091187858,0.046697979419882074,0.4132824178435224,2.187360353171517,0.09500093506052497,7,0.5240038215307641,0.10537072913183165,-0.0004728208930197046,0.24698487139002062,0.013384724252477609,10.748595371547514,-2.187360353171517,1.0922304106264693,67.7495989999131,0,0.02551780194189434,0.6666666666666666
62,S011C002P001R001A001.skeleton,1,1,Normal Activity,0.012902108682927516,0.0006870444755258109,0.009857585640557014,0.02759596865843691,1.036114669614407,2.996174606026626,0.06509670844970128,7,0.5211098544528873,0.0643293611234691,0.00033520460600701613,2.2989229912256564,0.012231826374209609,8.86756443097731,-2.8031495990965762,1.0922304106264693,73.52951971583887,0,0.03137619976999176,0.16666666666666666
63,S011C003P001R001A001.skeleton,1,1,Normal Activity,0.020373893483974115,0.008634233939414537,0.005887107354557247,0.01690195094294123,0.41968632800371103,1.837837077986995,0.03347801879931154,13,0.3719538634597631,0.05996721857949289,-2.864591237336967e-05,0.4223717763165169,0.009243774902240265,16.53495931477077,1.837837077986995,1.4746791061813833,56.30727229204152,0,0.03323495815835938,0.1
64,S011C003P001R001A001.skeleton,1,1,Normal Activity,0.0898171363134932,0.019931116697462725,0.015212805178393844,0.12169900168292347,1.537572056416827,4.109003097544823,0.01683837806868846,11,0.4831727277126028,0.0,0.0015755324501289343,0.8840331900316075,0.11232833560748068,19.881557051268462,3.633196037315699,1.4233537675907473,63.417081933845836,0,0.022032812206310527,0.8666666666666667
65,S011C003P001R001A001.skeleton,1,1,Normal Activity,0.12336919335107832,0.014767228302353441,0.01756670439165335,0.12169900168292347,0.7622008768048479,2.514532846955568,0.03492665369364151,10,0.5845079760448815,0.02016985476242128,-0.00024911505375088824,0.7628759507361936,0.11232833560748068,20.894917431437417,2.487741416390506,1.3469559999459189,53.63897631440572,0,0.016789450719798673,0.36666666666666664
66,S011C003P001R001A001.skeleton,1,1,Normal Activity,0.039076302027723164,0.005943348987806907,0.007662949678725247,0.02728797287037836,0.37074028290386385,1.277521920884535,0.02750298279800454,14,0.62084493707458,0.007514582443732709,-0.000373116112333901,0.3317243628570021,0.017206740826153144,20.72899580984663,0.7241035426858318,1.3326156118248664,71.34328977159522,0,0.024963169034090824,0.36666666666666664
67,S011C003P001R001A001.skeleton,1,1,Normal Activity,0.009713817450406559,0.0032099362717142865,0.00781373569607367,0.03148316773477541,0.6768297135102054,3.083600836970401,0.022911694556810316,15,0.5931930665381936,0.05921650738525508,0.0004846081109210637,0.4094647738437672,0.009605364260250271,18.323158609655017,-2.573914049933631,1.3318886224179138,46.515398507212986,0,0.034841243824739535,0.23333333333333334
68,S001C001P001R002A001.skeleton,1,1,Normal Activity,0.02320617075800202,0.0015641657889258198,0.009404342846895236,0.04509794371917191,0.6731083967167028,2.314447928037934,0.034123832007233255,16,0.3474379807160501,0.0,0.00035626805364429135,1.2398128630679075,0.043534522342915105,14.525791057298731,-0.9243008297694537,1.4374970347566567,84.13417669999397,0,0.05303310466543386,0.9
69,S001C001P001R002A001.skeleton,1,1,Normal Activity,0.045477019729901036,0.008646888579231793,0.013787315224900978,0.047550266043100003,0.6435808031409687,2.164813406621395,0.05722739457819942,14,0.40622812169085504,0.0,9.157689609765192e-05,0.6663237041108042,0.043534522342915105,15.328416129240395,1.6534856935405156,1.2851380502945144,80.89332292911074,0,0.04752960288432544,0.9666666666666667
70,S001C001P001R002A001.skeleton,1,1,Normal Activity,0.05610722806014401,0.005848756854056281,0.018506660017308864,0.08724987443528785,1.0091471553906062,3.2611053063245716,0.07259196572061699,11,0.5259420396529662,0.1828341875933176,0.00044641228913493104,0.2896141482104947,0.03926845594792017,12.454974430490788,-1.9723333459258878,1.2851380502945144,63.03261718589131,0,0.045332835528253186,0.5666666666666667
